SupplierID,SupplierName,Phone,Address
383,Bùi và đối tác Doanh nghiệp tư nhân,+84 61 8153383,"440 Ngõ Lê Lợi, Phường 19, Thanh Xuân, Hà Nội"
384,Trần và Mai Công ty Cổ phần,05 8114 6936,"328 Phố Giải Phóng, Phường 3, Tân Bình, TP. Hồ Chí Minh"
385,Đặng Công ty Trách nhiệm hữu hạn,(06) 0451 8889,"849 Hẻm Lê Duẩn, Phường 7, Tân Bình, TP. Hồ Chí Minh"
386,Nguyễn Công ty Trách nhiệm hữu hạn,01 1204712,"860 Đường Lê Lợi, Phường 13, Thanh Khê, Đà Nẵng"
387,Lê và Lê Công ty Trách nhiệm hữu hạn,+84-64-684 1052,"688 Ngách Bà Triệu, Phường 20, Quận 1, TP. Hồ Chí Minh"
388,Bùi và đối tác Công ty Trách nhiệm hữu hạn,+84-01-841323,"321 Đường Nguyễn Huệ, Phường 6, Thanh Xuân, Hà Nội"
389,Vũ và Hoàng Công ty TNHH,(05)618-1440,"280 Phố Bà Triệu, Phường 4, Đống Đa, Hà Nội"
390,Dương Hoàng Công ty Hợp danh,(06)340-5948,"754 Hẻm Trần Phú, Phường 16, Đống Đa, Hà Nội"
391,Vũ và đối tác Công ty TNHH MTV,(02)241-8916,"270 Phố Đinh Tiên Hoàng, Phường 6, Quận 3, TP. Hồ Chí Minh"
392,Trần Công ty TNHH MTV,04 0759358,"619 Đường Cách Mạng Tháng 8, Phường 8, Ngô Quyền, Hải Phòng"
393,Nguyễn Công ty Trách nhiệm hữu hạn,02 6577435,"748 Ngách Lê Lợi, Phường 15, Ngô Quyền, Hải Phòng"
394,Hoàng và đối tác Tập Đoàn,04 0434692,"850 Phố Võ Thị Sáu, Phường 6, Hải Châu, Đà Nẵng"
395,Đặng và Bùi Doanh nghiệp tư nhân,09 7793774,"694 Ngõ Võ Thị Sáu, Phường 8, Quận 7, TP. Hồ Chí Minh"
396,Lê và Trần Công ty Cổ phần,(08) 1224 5090,"949 Ngõ Kim Mã, Phường 6, Thanh Xuân, Hà Nội"
397,Đặng Doanh nghiệp tư nhân,06 6256 6539,"755 Hẻm Lê Lợi, Phường 2, Thanh Khê, Đà Nẵng"
398,Đặng và Mai Công ty Trách nhiệm hữu hạn,+84-67-050 3903,"785 Ngách Lê Lợi, Phường 11, Tân Bình, TP. Hồ Chí Minh"
399,Mai và đối tác Doanh nghiệp tư nhân,06 2547757,"236 Phố Bà Triệu, Phường 7, Lê Chân, Hải Phòng"
400,Hoàng và đối tác Công ty Trách nhiệm hữu hạn,+84-00-748 0622,"132 Hẻm Lý Thường Kiệt, Phường 11, Quận 7, TP. Hồ Chí Minh"
401,Vũ Bùi Doanh nghiệp tư nhân,+84-32-810 0648,"837 Ngõ Võ Thị Sáu, Xã 9, Củ Chi, TP. Hồ Chí Minh"
402,Phạm Lê Tập Đoàn,+84 92 1315358,"767 Phố Nam Kỳ Khởi Nghĩa, Xã 19, Củ Chi, TP. Hồ Chí Minh"
403,Nguyễn và Lê Công ty TNHH MTV,+84 55 0522610,"884 Ngõ Kim Mã, Phường 4, Quận 1, TP. Hồ Chí Minh"
404,Mai Công ty TNHH,+84 79 0318934,"488 Đường Nam Kỳ Khởi Nghĩa, Phường 17, Thanh Khê, Đà Nẵng"
405,Vũ và đối tác Công ty Trách nhiệm hữu hạn,06 0251 9107,"529 Ngõ Nam Kỳ Khởi Nghĩa, Phường 3, Hải Châu, Đà Nẵng"
406,Vũ Công ty TNHH MTV,07 5469 3637,"832 Ngõ Lê Hồng Phong, Phường 1, Tân Bình, TP. Hồ Chí Minh"
407,Nguyễn và đối tác Doanh nghiệp tư nhân,(02)961-9332,"661 Phố Lê Duẩn, Phường 18, Hai Bà Trưng, Hà Nội"
408,Hoàng Đặng Doanh nghiệp tư nhân,+84 92 3616193,"565 Đường Điện Biên Phủ, Phường 12, Quận 7, TP. Hồ Chí Minh"
409,Phạm Tập Đoàn,+84 12 0009624,"203 Ngách Trường Chinh, Phường 9, Hoàn Kiếm, Hà Nội"
410,Lê Nguyễn Công ty TNHH MTV,00 9851 7498,"107 Đường Nguyễn Trãi, Phường 4, Hải Châu, Đà Nẵng"
411,Hoàng và đối tác Tập Đoàn,+84-89-994919,"325 Phố Điện Biên Phủ, Phường 1, Thanh Khê, Đà Nẵng"
412,Phạm và đối tác Công ty TNHH MTV,04 6913936,"918 Ngách Lê Hồng Phong, Phường 5, Quận 1, TP. Hồ Chí Minh"
413,Hoàng Dương Tập Đoàn,+84-43-035 7564,"547 Hẻm Lê Hồng Phong, Phường 9, Hoàn Kiếm, Hà Nội"
414,Nguyễn Mai Công ty Cổ phần,+84 11 6608850,"707 Ngách Phan Chu Trinh, Phường 2, Thanh Xuân, Hà Nội"
415,Dương và Nguyễn Doanh nghiệp tư nhân,+84-59-045750,"40 Ngõ Trường Chinh, Phường 20, Tân Bình, TP. Hồ Chí Minh"
416,Nguyễn và Trần Công ty Trách nhiệm hữu hạn,09 3071771,"972 Đường Võ Thị Sáu, Phường 3, Thanh Xuân, Hà Nội"
417,Đặng và Đặng Công ty Trách nhiệm hữu hạn,+84-95-471 5244,"795 Ngách Bà Triệu, Phường 1, Hoàn Kiếm, Hà Nội"
418,Trần Vũ Công ty TNHH MTV,(00)320-9659,"810 Ngách Trần Phú, Phường 15, Hải Châu, Đà Nẵng"
419,Hoàng và đối tác Công ty Hợp danh,01 5627 0054,"749 Ngõ Trần Hưng Đạo, Phường 7, Tân Bình, TP. Hồ Chí Minh"
420,Đặng và đối tác Công ty Cổ phần,08 1695 4691,"225 Phố Phan Chu Trinh, Xã 14, Củ Chi, TP. Hồ Chí Minh"
421,Vũ và đối tác Công ty Trách nhiệm hữu hạn,(06)484-8323,"619 Hẻm Võ Thị Sáu, Phường 8, Thanh Khê, Đà Nẵng"
422,Trần Lê Công ty Hợp danh,+84 52 1328654,"727 Ngõ Nguyễn Chí Thanh, Phường 19, Bình Thạnh, TP. Hồ Chí Minh"
423,Đặng và Lê Công ty Cổ phần,+84 47 5599367,"628 Hẻm Nguyễn Huệ, Phường 14, Thanh Xuân, Hà Nội"
424,Nguyễn và Phạm Công ty TNHH,(07) 1742 4712,"73 Đường Trần Phú, Phường 19, Hoàn Kiếm, Hà Nội"
425,Phạm và Mai Công ty Cổ phần,00 1928 8519,"420 Ngõ Bà Triệu, Phường 20, Tân Bình, TP. Hồ Chí Minh"
426,Dương Bùi Công ty Trách nhiệm hữu hạn,+84 73 8996142,"317 Hẻm Điện Biên Phủ, Xã 9, Hóc Môn, TP. Hồ Chí Minh"
427,Hoàng và Dương Tập Đoàn,05 3869459,"790 Phố Giải Phóng, Xã 8, Hóc Môn, TP. Hồ Chí Minh"
428,Bùi và đối tác Tập Đoàn,+84 17 3632621,"757 Ngách Điện Biên Phủ, Phường 2, Quận 1, TP. Hồ Chí Minh"
429,Vũ và Đặng Công ty Trách nhiệm hữu hạn,+84-96-994 8629,"311 Ngách Láng Hạ, Xã 6, Củ Chi, TP. Hồ Chí Minh"
430,Mai và Dương Doanh nghiệp tư nhân,(02) 6401 6034,"335 Hẻm Nguyễn Huệ, Phường 12, Lê Chân, Hải Phòng"
431,Dương Tập Đoàn,(05) 5244 3016,"173 Ngõ Lý Thường Kiệt, Xã 10, Hóc Môn, TP. Hồ Chí Minh"
432,Vũ và Dương Công ty Hợp danh,07 8560380,"295 Đường Lê Lợi, Phường 17, Tân Bình, TP. Hồ Chí Minh"
433,Dương Đặng Công ty TNHH MTV,+84-28-238 2761,"266 Hẻm Điện Biên Phủ, Phường 14, Đống Đa, Hà Nội"
434,Bùi và Đặng Công ty Hợp danh,+84-34-547 8798,"981 Ngõ Lê Duẩn, Phường 7, Cầu Giấy, Hà Nội"
435,Dương và Vũ Công ty Cổ phần,(01)764-0870,"143 Phố Trần Hưng Đạo, Phường 14, Quận 3, TP. Hồ Chí Minh"
436,Hoàng và Hoàng Công ty Trách nhiệm hữu hạn,08 3423 3366,"12 Ngách Phan Chu Trinh, Phường 18, Quận 3, TP. Hồ Chí Minh"
437,Bùi Nguyễn Công ty TNHH,09 9418 7137,"322 Đường Hai Bà Trưng, Phường 6, Lê Chân, Hải Phòng"
438,Dương Công ty Cổ phần,+84-64-369326,"554 Ngách Ngô Quyền, Phường 14, Ninh Kiều, Cần Thơ"
439,Đặng Doanh nghiệp tư nhân,03 0572 0398,"39 Ngõ Nam Kỳ Khởi Nghĩa, Phường 7, Thanh Khê, Đà Nẵng"
440,Nguyễn và đối tác Công ty TNHH MTV,+84-54-457463,"584 Ngõ Nguyễn Trãi, Phường 1, Lê Chân, Hải Phòng"
441,Dương và Dương Công ty Hợp danh,08 3296 8282,"304 Ngách Pasteur, Phường 3, Thanh Khê, Đà Nẵng"
442,Vũ và đối tác Công ty Trách nhiệm hữu hạn,01 2401 3353,"762 Hẻm Điện Biên Phủ, Phường 18, Thanh Xuân, Hà Nội"
443,Lê và Mai Công ty Hợp danh,(05) 3197 3557,"382 Ngách Hai Bà Trưng, Xã 11, Hóc Môn, TP. Hồ Chí Minh"
444,Đặng và Hoàng Tập Đoàn,(03) 3619 9690,"573 Ngách Ngô Quyền, Phường 11, Thanh Xuân, Hà Nội"
445,Vũ Công ty Trách nhiệm hữu hạn,(06) 2400 0234,"706 Hẻm Nguyễn Huệ, Phường 12, Thanh Khê, Đà Nẵng"
446,Nguyễn và đối tác Công ty Hợp danh,(04)615-4419,"459 Ngách Lê Lợi, Phường 15, Đống Đa, Hà Nội"
447,Trần và Trần Tập Đoàn,+84 88 6372918,"273 Hẻm Giải Phóng, Xã 14, Củ Chi, TP. Hồ Chí Minh"
448,Lê Tập Đoàn,04 1602958,"358 Ngách Hùng Vương, Phường 10, Quận 7, TP. Hồ Chí Minh"
449,Nguyễn và Phạm Công ty TNHH,+84 79 2058593,"729 Hẻm Lê Duẩn, Phường 12, Thanh Khê, Đà Nẵng"
450,Mai Đặng Công ty TNHH MTV,03 0515944,"240 Đường Phan Chu Trinh, Xã 4, Hóc Môn, TP. Hồ Chí Minh"
451,Vũ và đối tác Doanh nghiệp tư nhân,03 2058 6859,"124 Ngách Bà Triệu, Phường 10, Quận 7, TP. Hồ Chí Minh"
452,Trần Lê Tập Đoàn,+84-38-741 1563,"572 Đường Trường Chinh, Phường 11, Ngô Quyền, Hải Phòng"
453,Dương và đối tác Công ty Cổ phần,(08)269-3856,"757 Hẻm Hai Bà Trưng, Phường 2, Hải Châu, Đà Nẵng"
454,Vũ Trần Doanh nghiệp tư nhân,+84 55 8480535,"271 Ngách Kim Mã, Phường 7, Thanh Xuân, Hà Nội"
455,Vũ và đối tác Doanh nghiệp tư nhân,(00) 0457 0169,"479 Phố Lý Thường Kiệt, Phường 7, Ngô Quyền, Hải Phòng"
456,Phạm Công ty TNHH MTV,+84-46-182 2954,"849 Phố Kim Mã, Phường 9, Thanh Khê, Đà Nẵng"
457,Dương và đối tác Tập Đoàn,(05) 7875 7645,"840 Đường Võ Thị Sáu, Phường 11, Quận 3, TP. Hồ Chí Minh"
458,Trần Công ty Hợp danh,03 9692596,"901 Ngõ Lý Thường Kiệt, Phường 18, Hai Bà Trưng, Hà Nội"
459,Phạm Công ty Hợp danh,03 9836067,"296 Ngõ Cách Mạng Tháng 8, Phường 13, Cầu Giấy, Hà Nội"
460,Mai và Nguyễn Công ty TNHH,(07) 5266 6841,"62 Phố Điện Biên Phủ, Phường 8, Hai Bà Trưng, Hà Nội"
461,Hoàng Vũ Công ty Cổ phần,08 1140406,"314 Hẻm Lê Lợi, Phường 18, Cầu Giấy, Hà Nội"
462,Vũ Tập Đoàn,+84-48-747222,"217 Ngõ Láng Hạ, Phường 18, Quận 7, TP. Hồ Chí Minh"
463,Bùi Đặng Công ty TNHH MTV,03 5329561,"437 Hẻm Nguyễn Trãi, Phường 1, Cầu Giấy, Hà Nội"
464,Mai Công ty Cổ phần,+84-07-281 1155,"43 Hẻm Nguyễn Trãi, Phường 17, Lê Chân, Hải Phòng"
465,Lê và đối tác Công ty Hợp danh,02 5320 7315,"654 Phố Nam Kỳ Khởi Nghĩa, Phường 4, Ngô Quyền, Hải Phòng"
466,Mai Doanh nghiệp tư nhân,+84-57-780 8881,"983 Ngõ Hai Bà Trưng, Phường 6, Hải Châu, Đà Nẵng"
467,Đặng và đối tác Tập Đoàn,03 5604093,"692 Đường Hai Bà Trưng, Phường 17, Hai Bà Trưng, Hà Nội"
468,Lê Công ty Trách nhiệm hữu hạn,(09)232-0322,"828 Ngõ Pasteur, Xã 17, Củ Chi, TP. Hồ Chí Minh"
469,Lê Công ty TNHH MTV,+84 96 5775426,"537 Phố Kim Mã, Phường 3, Quận 3, TP. Hồ Chí Minh"
470,Nguyễn Nguyễn Công ty Hợp danh,00 6840 9157,"78 Hẻm Cách Mạng Tháng 8, Phường 5, Hoàn Kiếm, Hà Nội"
471,Bùi và đối tác Công ty Cổ phần,(05)617-9857,"359 Ngõ Nguyễn Trãi, Phường 2, Quận 1, TP. Hồ Chí Minh"
472,Nguyễn Đặng Công ty Cổ phần,(09) 9374 1787,"792 Phố Bà Triệu, Phường 14, Tân Bình, TP. Hồ Chí Minh"
473,Phạm Mai Công ty Hợp danh,01 8444607,"522 Hẻm Nguyễn Huệ, Phường 9, Quận 1, TP. Hồ Chí Minh"
474,Dương Mai Công ty Hợp danh,(00) 6698 8497,"321 Đường Láng Hạ, Phường 11, Hoàn Kiếm, Hà Nội"
475,Mai và Hoàng Công ty Hợp danh,(08)506-0851,"699 Phố Trần Hưng Đạo, Phường 19, Quận 3, TP. Hồ Chí Minh"
476,Nguyễn Công ty Trách nhiệm hữu hạn,(03)521-1970,"445 Hẻm Nam Kỳ Khởi Nghĩa, Phường 18, Ngô Quyền, Hải Phòng"
477,Hoàng và Nguyễn Công ty TNHH,(03) 1843 0934,"17 Hẻm Trần Phú, Phường 8, Thanh Xuân, Hà Nội"
478,Hoàng Đặng Công ty Hợp danh,+84 72 0406329,"482 Hẻm Lê Lợi, Phường 14, Quận 7, TP. Hồ Chí Minh"
479,Lê và đối tác Công ty TNHH,+84 28 0824354,"52 Phố Kim Mã, Xã 18, Củ Chi, TP. Hồ Chí Minh"
480,Trần Công ty Hợp danh,(07)465-6460,"616 Phố Ngô Quyền, Phường 3, Hai Bà Trưng, Hà Nội"
481,Bùi và đối tác Doanh nghiệp tư nhân,02 9327 7669,"768 Ngách Hoàng Diệu, Phường 4, Thanh Khê, Đà Nẵng"
482,Dương và Trần Công ty Trách nhiệm hữu hạn,(00)372-0092,"526 Ngách Láng Hạ, Xã 20, Hóc Môn, TP. Hồ Chí Minh"
483,Nguyễn và đối tác Công ty TNHH MTV,+84-67-167483,"197 Hẻm Nguyễn Trãi, Phường 6, Lê Chân, Hải Phòng"
484,Mai Công ty TNHH,+84-64-017 3834,"354 Hẻm Hoàng Diệu, Phường 13, Tân Bình, TP. Hồ Chí Minh"
485,Hoàng và Hoàng Công ty TNHH,(00)127-1457,"698 Hẻm Trường Chinh, Phường 19, Đống Đa, Hà Nội"
486,Dương Nguyễn Công ty TNHH MTV,09 9024 1487,"98 Ngõ Phan Chu Trinh, Phường 13, Hai Bà Trưng, Hà Nội"
487,Đặng và đối tác Công ty Hợp danh,+84 23 2369203,"35 Ngách Giải Phóng, Phường 13, Hoàn Kiếm, Hà Nội"
488,Trần Trần Tập Đoàn,+84 85 5089965,"561 Ngách Điện Biên Phủ, Phường 18, Thanh Xuân, Hà Nội"
489,Hoàng và đối tác Công ty Cổ phần,+84-98-260 2624,"888 Ngõ Võ Thị Sáu, Phường 17, Tân Bình, TP. Hồ Chí Minh"
490,Đặng và Lê Công ty Hợp danh,(08)867-8971,"599 Ngách Trần Phú, Phường 15, Lê Chân, Hải Phòng"
491,Nguyễn Dương Công ty Cổ phần,+84 40 2806110,"906 Đường Nguyễn Chí Thanh, Phường 16, Tân Bình, TP. Hồ Chí Minh"
492,Hoàng và Vũ Công ty TNHH,+84-29-545 1746,"829 Đường Láng Hạ, Phường 10, Tân Bình, TP. Hồ Chí Minh"
493,Vũ Công ty Cổ phần,01 4553844,"474 Ngõ Hai Bà Trưng, Phường 11, Quận 3, TP. Hồ Chí Minh"
494,Lê và Mai Công ty Hợp danh,+84-19-439 8627,"605 Đường Pasteur, Phường 2, Cầu Giấy, Hà Nội"
495,Dương và đối tác Tập Đoàn,+84-15-429240,"347 Ngõ Nam Kỳ Khởi Nghĩa, Xã 6, Củ Chi, TP. Hồ Chí Minh"
496,Trần và đối tác Công ty Hợp danh,+84-53-954322,"657 Hẻm Kim Mã, Xã 20, Hóc Môn, TP. Hồ Chí Minh"
497,Phạm và đối tác Doanh nghiệp tư nhân,01 1151 7079,"337 Đường Nguyễn Trãi, Phường 18, Bình Thạnh, TP. Hồ Chí Minh"
498,Phạm Công ty TNHH,(05) 7873 5044,"658 Ngõ Lý Thường Kiệt, Phường 9, Quận 7, TP. Hồ Chí Minh"
499,Mai và Vũ Công ty Hợp danh,+84-88-078016,"242 Đường Lý Thường Kiệt, Xã 1, Hóc Môn, TP. Hồ Chí Minh"
500,Lê và Vũ Công ty Trách nhiệm hữu hạn,(01)462-6051,"745 Ngách Điện Biên Phủ, Phường 11, Đống Đa, Hà Nội"
